model_name,Male terms and Female terms wrt Career and Family,Male terms and Female terms wrt Math and Arts,Male terms and Female terms wrt Science and Arts,Male terms and Female terms wrt Intelligence and Appearence,Male terms and Female terms wrt Intelligence and Sensitive,Male terms and Female terms wrt Positive words and Negative words,Male terms and Female terms wrt Man Roles and Woman Roles,WEAT: Gender average score
conceptnet-numberbatch-17-06-300,0.14477452635765076,0.13634325563907623,0.6396916508674622,0.44152408838272095,0.5104438662528992,-0.02633153647184372,0.9378492832183838,0.40527974388429094
fasttext-wiki-news-subwords-300,0.2821025848388672,0.5401461720466614,0.6411280632019043,0.8438025712966919,0.3260829448699951,-0.4418235719203949,1.7583578824996948,0.6904919700963157
word2vec-google-news-300,0.3487403392791748,0.7112228870391846,1.1978076696395874,1.1830682754516602,0.9106644988059998,-0.4000004231929779,1.830517292022705,0.9402887693473272
glove-wiki-gigaword-300,0.5880559682846069,0.34030285477638245,0.8373695015907288,0.7730025053024292,-0.09687399864196776,-0.18125776946544647,1.6715095043182373,0.6411960146256855
glove-wiki-gigaword-200,0.6706387400627136,0.4460976123809815,0.8098121881484985,0.8421987295150757,0.16961878538131714,-0.08985397219657898,1.66830575466156,0.6709322546209607
glove-wiki-gigaword-100,0.6804763078689575,0.3972253799438477,0.4699478149414063,0.9253790974617004,0.07384099066257477,-0.16473616659641266,1.5274956226348877,0.6055859114442553
glove-twitter-100,0.4501256048679352,-0.2804996967315674,-0.21972213685512546,0.3667950034141541,0.2841005623340607,-0.19284838438034047,1.6215873956680298,0.4879541120358876
glove-twitter-200,0.3532787561416626,-0.12707485258579254,0.2343532592058181,0.4421008825302124,0.1976049691438675,-0.2005042880773545,1.5913711786270142,0.4494697409016745
