model_name,Christianity terms and Islam terms wrt Pleasant and Unpleasant,Christianity terms and Judaism terms wrt Pleasant and Unpleasant,Islam terms and Judaism terms wrt Pleasant and Unpleasant,Christianity terms and Islam terms wrt Christian related words and Muslim related words,Christianity terms and Jew terms wrt Christian related words and Jew related words,Islam terms and Jew terms wrt Musilm related words and Jew related words,Christianity terms and Islam terms wrt Positive words and Negative words,Christianity terms and Jew terms wrt Positive words and Negative words,Islam terms and Jew terms wrt Positive words and Negative words,WEAT: Religion average score
conceptnet-numberbatch-17-06-300,1.3178024291992188,0.9266557097434998,-0.631088137626648,1.5775866508483887,0.7980285286903381,1.0724347829818726,1.2376009225845337,0.005856225732713938,-1.1343191862106323,0.9668191748464273
fasttext-wiki-news-subwords-300,1.006881594657898,0.2225993573665619,-0.938607394695282,1.8618527650833128,0.2778691649436951,1.7834335565567017,0.8447814583778381,0.18492990732193,-0.4252238571643829,0.8384643395741781
word2vec-google-news-300,1.5640490055084229,-0.24322307109832764,-1.701834201812744,,,1.8249753713607788,0.9787094593048096,-0.17428262531757355,-0.8729685544967651,1.0514346126999174
glove-wiki-gigaword-300,1.504511475563049,0.012854197062551977,-1.6329519748687744,1.580603003501892,-0.8647674322128296,1.725719690322876,1.5619715452194214,0.583378791809082,-1.2867130041122437,1.1948301238525243
glove-wiki-gigaword-200,1.5497934818267822,0.1804758906364441,-1.58912193775177,1.5776534080505369,-1.1445578336715698,1.5655879974365234,1.6152263879776,0.6446728706359863,-1.3649958372116089,1.2480095161332023
glove-wiki-gigaword-100,1.1554698944091797,0.4458913505077362,-1.3597080707550049,1.6891475915908811,-0.8766106963157654,1.6075469255447388,1.2962692975997925,0.6784299612045288,-0.9791786074638368,1.1209169328212738
glove-twitter-100,-0.1922874003648758,0.59820556640625,0.9417781233787536,-0.2348799556493759,-1.2941511869430542,1.555938482284546,0.13875840604305267,1.0758430957794192,1.3045159578323364,0.8151509082979627
glove-twitter-200,-0.04487558826804161,0.7856380343437195,1.0208697319030762,0.15266823768615725,-0.9289706349372864,1.7504758834838867,0.13061831891536713,1.2025117874145508,1.4038619995117188,0.8244989129404227
