model_name,White last names and Black last names wrt Pleasant and Unpleasant,White last names and Asian last names wrt Pleasant and Unpleasant,White last names and Hispanic last names wrt Pleasant and Unpleasant,White last names and Black last names wrt Occupations white and Occupations black,White last names and Asian last names wrt Occupations white and Occupations asian,White last names and Hispanic last names wrt Occupations white and Occupations hispanic,White last names and Black last names wrt Positive words and Negative words,White last names and Asian last names wrt Positive words and Negative words,White last names and Hispanic last names wrt Positive words and Negative words,WEAT EZ: Ethnicity average of abs values score
conceptnet-numberbatch 19.08-en dim=300,0.09806431084871292,-1.1325215101242065,-0.10182221978902817,-0.019879259169101715,0.2310236394405365,0.7798138856887817,0.12706643342971802,-0.6421270966529846,0.845328688621521,0.44196075201034546
fasttext-wiki-news-subwords-300,-0.0016126587288454,-0.4651294350624084,0.3827311098575592,0.0189094506204128,-1.5708624124526978,-1.0911359786987305,-0.0931460112333297,-0.2748168408870697,0.1363745182752609,0.4483020603656769
word2vec-google-news-300,-0.0254654418677091,-0.8389853239059448,-0.8893479704856873,0.0612244680523872,-0.8853544592857361,-1.3096765279769895,0.0447573252022266,-0.5352323651313782,-0.1848261654376983,0.530541181564331
word2vec-gender-hard-debiased dim=300,-0.0252583120018243,-0.8518004417419434,-0.8925391435623169,0.0606287270784378,-0.7060992121696472,-1.3069335222244265,0.0446440577507019,-0.5241140127182007,-0.1820371001958847,0.5104504823684692
glove-wiki-gigaword-300,0.0366515889763832,0.8681902885437012,1.436812162399292,0.0207471475005149,1.682812213897705,1.2397723197937012,0.1790536642074585,1.3593369722366333,1.6739598512649536,0.9441484808921814
glove-twitter-200,-0.0333246253430843,-0.6794144511222839,0.2568134367465973,-0.1673876494169235,,1.3987996578216553,0.1363368183374405,1.262178897857666,1.4822291135787964,0.6770605812780559
lexvec-commoncrawl W+C dim=300,0.08365072,-0.8396313,0.87834144,-0.020020068,0.26873937,0.6406235,0.07472924,0.09494073,0.73294055,0.40373522
