model_name,White last names and Black last names wrt Pleasant and Unpleasant,White last names and Asian last names wrt Pleasant and Unpleasant,White last names and Hispanic last names wrt Pleasant and Unpleasant,White last names and Black last names wrt Occupations white and Occupations black,White last names and Asian last names wrt Occupations white and Occupations asian,White last names and Hispanic last names wrt Occupations white and Occupations hispanic,White last names and Black last names wrt Positive words and Negative words,White last names and Asian last names wrt Positive words and Negative words,White last names and Hispanic last names wrt Positive words and Negative words,WEAT: Ethnicity average of abs values score
conceptnet-numberbatch 19.08-en dim=300,0.02246558666229248,-0.36553019285202026,-0.02200569212436676,-0.00985860824584961,0.09448009729385376,0.33953189849853516,0.01650363951921463,-0.08740804344415665,0.12400506436824799,0.12019875645637512
fasttext-wiki-news-subwords-300,-0.0004847049713134,-0.1590660512447357,0.1422788798809051,0.0054684877395629,-0.5895520448684692,-0.4649255275726318,-0.0153095498681068,-0.0545877963304519,0.0267382487654685,0.1620457023382187
word2vec-google-news-300,-0.0098424553871154,-0.3592884540557861,-0.3531782627105713,0.0222954750061035,-0.3600391149520874,-0.2533915042877197,0.0105221271514892,-0.1343930959701538,-0.1149820387363433,0.179770290851593
word2vec-gender-hard-debiased dim=300,-0.0098068714141845,-0.3663817942142486,-0.3567407131195068,0.0220012664794921,-0.2763551473617553,-0.2516615390777588,0.0105325877666473,-0.1321297287940979,-0.1144141256809234,0.1711137443780899
glove-wiki-gigaword-300,0.011225938796997,0.3060180842876434,0.6782866716384888,0.0094287395477294,1.184767723083496,0.6720578074455261,0.0195215940475463,0.3388307094573974,0.519446074962616,0.415509283542633
glove-twitter-200,-0.0157221555709838,-0.4452968835830688,0.1157111525535583,-0.0639622211456298,,0.8988445401191711,0.0172199606895446,0.2962850332260132,0.3764311671257019,0.278684139251709
lexvec-commoncrawl W+C dim=300,0.026284248,-0.31920347,0.27996743,-0.0064923763,0.06603819,0.22427595,0.013369232,0.01415211,0.16591153,0.12396606
